ID	HIT	REPORT
1506367	1	AUDIBLE ALARM TO CHECK A BLOOD GLUCOSE LEVEL DID NOT OCCUR WHEN EXPECTED. NURSES HAD TAKEN THE PATIENT OFF OF THE INSULIN DRIP PROTOCOL, BUT DID NOT DEACTIVATE THE PATIENT IN THE GLUCOCARE SYSTEM. LATE GLUCOSE CHECK WAS NOTICED BY COMPANY REPRESENTATIVE DURING A MONITORING CHECK AND CCU WAS CALLED. NURSE REPORTED THAT NO AUDIBLE ALERTS WERE OCCURRING EVEN THOUGH WEB BROWSER WAS RUNNING. THERE IS A BACKUP ALARM THAT NOTIFIES SUPPORT WHENEVER A GLUCOSE CHECK IS DUE AND THE WEB BROWSER HAS BEEN CLOSED. HOWEVER, IN THIS CASE, THE BROWSER WAS RUNNING, BUT NOT ISSUING THE ALARM, SO THE BACKUP ALARM DID NOT ACTIVATE. >< A REPRESENTATIVE OF PRONIA MEDICAL SYSTEMS DISCOVERED THIS ISSUE DURING ROUTINE MONITORING OF THE SYSTEM THE MORNING OF (B)(6) 2009. WITHIN HOURS OF RECOGNIZING THIS ISSUE, THE NURSING COORDINATORS FOR THE TWO GLUCOCARE SYSTEMS WERE NOTIFIED TO BE VIGILANT FOR ANY LATE ALARMS. IT WAS DETERMINED THAT A RECURRENCE OF THE ISSUE WOULD BE UNLIKELY TO CAUSE SERIOUS INJURY DUE TO THE NORMAL VIGILANCE OF THE NURSING STAFF REGARDING GLUCOSE CHECKS. PRONIA'S COMPLAINT REVIEW PROCESS AT THE TIME DID NOT IDENTIFY THIS AS A REPORTABLE EVENT. THE PROBABLE CAUSE OF THE ALARM FAILURE WAS QUICKLY DETERMINED TO BE EITHER A BUG IN THE INTERNET EXPLORER 6 WEB BROWSER, OR A HEADPHONE PLUGGED INTO THE SPEAKER JACK OF THE COMPUTER IN THE CCU, WHICH MUTED THE SPEAKER. TO ADDRESS THESE OR ANY OTHER ISSUES THAT COULD PREVENT THE AUDIBLE ALARM FROM SOUNDING, WE ADDED AN ADDITIONAL ALERT TO THE SYSTEM. THIS 'CRITICAL ALERT' IS A NOTIFICATION TO OUR MONITORING STAFF (EMAIL AND TEXT MESSAGE) THAT IS SENT WHENEVER ANY NURSING ACTION IS MORE THAN 15 MINUTES LATE. A SOFTWARE UPDATE CONTAINING THIS CRITICAL ALERT FEATURE (V.1.2.23) WAS DEPLOYED TO BOTH SYSTEMS ON (B)(6) 2009. IT WAS SUBSEQUENTLY DETERMINED DURING A ROUTINE AUDIT BY AN OUTSIDE CONTRACTOR, THAT THIS ISSUE MET THE DEFINITION OF A REPORTABLE EVENT. PRONIA HAS REVISED ITS COMPLAINT REVIEW PROCESS TO ENSURE FUTURE INCIDENTS ARE IDENTIFIED IN A TIMELY MANNER.
1236122	0	on 16-sep-2008, acist received notification of a user facility report, regarding the 2.5' manifold tubing in the bt2000 manifold kit developing a bubble in the tubing during a coronary angiogram. the acist bt2000 manifold kit, lot 0928w, was received by acist on 08-sep-2008. investigation and testing was conducted on 09-sep-2008. acist verified that fluid had ingressed between the two layers of the 2.5' co-extruded manifold tubing, causing a bubble to develop in the tubing. the bt2000 manifold kit was tested using a 4fr catheter and reno 60 contrast media and put through a series of injections. the bubble in the tubing increased in size with each injection. after 51 injections, the bubble ruptured. there was no evidence of air ingress into the tubing or pieces of tubing breaking off the ruptured section of tubing. per acist's complaint database, the failure rate for this failure mode is 3.8 occurrences per 1,000,000 procedures. per review by acist's medical advisory board, and based on the results of the testing, there is no evidence of a potential for air ingress with this failure mode. see scanned pages. >< user facility reported: this product was used in conjunction with a coronary angiogram. tubing in manifold system developed a bulge in the tubing. use of the product discontinued. no apparent problems, but could have been an issue if tubing completely ruptured, which would have resulted in air in the system.
4962996	1	REVIEW OF DATABASE LOGS WAS USED TO EVALUATE THE SOFTWARE AT THE HEALTH SYSTEM. THE COMPLAINT WAS INVESTIGATED THE DAY IT WAS REPORTED. ONCE THE DATE OF THE EVENT WAS CORRECTED TO BE (B)(6) 2011, THE AVAILABLE SYSTEM LOGS IDENTIFIED THAT THE SOFTWARE BEHAVED ACCORDING TO DESIGN PER THE PREDEFINED HR RULES. THE RULES FOR TRIGGERING AN HR ALERT ARE: 2 CONSECUTIVE 1-MIN HR VALUES > 150 OR 10-MIN HR > 150 OR 2 CONSECUTIVE 1-MIN HR VALUES < 40 OR 10-MIN HR < 40 OR 10-MIN HR VALUE > PT UPPER LIMIT (130) OR 10-MIN HR VALUE < PT LOWER LIMIT (50). THE 5 MINUTE AND 10 MINUTE LOGS INDICATE THAT DEVICE FUNCTIONED AS INTENDED. THE 1 MINUTE LOGS HAD BEEN PURGED OUT OF THE SYSTEM AND USER FACILITY DID NOT PROVIDE THE BACKUP LOGS FOR PHILIPS VISICU TO RESEARCH. THIS REPORT IS BEING FILED AS THE ECARE MANAGER DEVICE WAS USED DURING AN EVENT THAT WAS FOLLOWED BY A PT'S DEATH. ADDITIONAL INFO BECAME KNOWN ON 07/28/2015 DURING A RETROSPECTIVE REVIEW OF COMPLAINTS. PHILIPS VISICU ATTEMPTED TO CONFIRM THE PT'S DEATH WITH USER FACILITY, HOWEVER, THE USER FACILITY WAS UNABLE TO PROVIDE CONFIRMATION. THERE IS NO DATA THAT INDICATES THIS EVENT WAS RELATED TO A DEVICE DEFECT OR MALFUNCTION. ALL AVAILABLE INFO HAS BEEN PLACED ON FILE IN QUALITY ASSURANCE FOR APPROPRIATE TRACKING AND TRENDING.><PHILLIPS VISICU IDENTIFIED A REPORTABLE EVENT DURING A RETROSPECTIVE REVIEW OF COMPLAINTS. THE USER FACILITY REPORTED ON 12/13/2011 THAT THE SMART ALERTS IN ECARE MANAGER DID NOT FIRE ON ONE PT AND THEY SHOULD HAVE. THE USER FACILITY STATED THAT THE HR ALERT SHOULD HAVE FIRED AT 7:06 ON (B)(6) 2011. FURTHER INFO PROVIDED STATED THAT THE PT WAS CODING WHEN THE SMART ALERTS SHOULD HAVE GONE OFF. LATER THE USER FACILITY CONFIRMED THAT THE CORRECT DATE OF THE EVENT WAS (B)(6) 2011. ON 07/28/2015 DURING RETROSPECTIVE REVIEW, IT WAS IDENTIFIED THROUGH PHILIPS VISICU'S DATA LOGS THAT THE PT HAD EXPIRED SOMETIME AFTER THE INCIDENT. WE WERE UNABLE TO CONFIRM THE EXACT TIME.
4604419	1	PDM MALFUNCTION - INTERMITTENT LEAD FAILURE LED TO INTERMITTENT DISPLAY OF WAVEFORM THROUGHOUT CASE. ALL WAVEFORMS (EKG, ARTERIAL LINE BP, PULSE) DISAPPEARED EVEN THOUGH EKG LEADS WERE THE ONLY ONES TO GO OUT. THIS OCCURRED INTRAOPERATIVE DURING OPEN HEART SURGERY.
2679856	0	THE CUSTOMER WOULD LIKE THE RUN DATA FILE INVESTIGATED TO DETERMINE A POSSIBLE CAUSE FOR THE ELEVATED WHITE BLOOD CELL (WBC) CONTENT IN THE PLATELET PRODUCT. THERE WAS NOT A TRANSFUSION RECIPIENT OR PATIENT INVOLVED AT THE TIME OF THE RESIDUAL WBC TESTING, THEREFORE NO PATIENT INFORMATION IS REASONABLY KNOWN AT THE TIME OF THE EVENT. DONOR UNIT #: (B)(6). THE DISPOSABLE SET IS UNAVAILABLE FOR RETURN BECAUSE THE CUSTOMER DISCARDED IT. THIS REPORT IS BEING FILED DUE TO A DEVICE MALFUNCTION THAT HAS THE POTENTIAL FOR INJURY. (B)(4). THIS REPORT IS BEING FILED TO PROVIDE ADDITIONAL INFORMATION. THE DEVICE HISTORY RECORD (DHR) WAS REVIEWED FOR THIS LOT. THERE WERE NO EVENTS NOTED IN THE DHR THAT WOULD HAVE CONTRIBUTED TO THE ELEVATED WBC COUNT EXPERIENCED BY THE CUSTOMER. ROOT CAUSE: THIS DISPOSABLE SET WAS UNAVAILABLE FOR SPECIFIC ROOT CAUSE ANALYSIS. A DEFINITIVE ROOT CAUSE FOR THE OBSERVED LEUKOREDUCTION FAILURE REMAINS UNDETERMINED AT THIS TIME. POSSIBLE ROOT CAUSES WERE PROVIDED IN THE INITIAL REPORT FOR THIS EVENT. AN INTERNAL CAPA HAS BEEN INITIATED TO EVALUATE REPORTS OF ELEVATED WBC COUNTS.><(B)(4). INVESTIGATION: THE RUN DATA FILE ANALYSIS WAS REVIEWED FOR THIS EVENT. THE SIGNALS IN THE RUN DATA FILE INDICATE THAT THE HIGHER THAN EXPECTED WBC CONTENT IN THE PLATELET PRODUCT WAS LIKELY A RESULT OF AN ESCAPE OF WBCS FROM THE LRS CHAMBER TOWARD THE END OF THE PROCEDURE. THERE ARE NO EVENTS (ADJUSTMENTS, CHANGES IN PUMP SPEED, SUBSTATE CHANGES, ETC.) IN THE PROCEDURE THAT CORRESPONDS WITH THE ONSET OF THE OVERLOADING OF THE LRS CHAMBER. BASED ON THE AVAILABLE INFORMATION, IT IS POSSIBLE THAT THIS LEUKOREDUCTION FAILURE COULD BE DONOR RELATED. INVESTIGATION EVALUATION AND CORRECTIVE ACTIONS ARE IN-PROCESS. A FOLLOW-UP REPORT WILL BE PROVIDED.
5393006	0	investigation: the device history records (dhr) were reviewed for this lot. there were no events noted in the dhr that would have contributed to the elevated wbc count experienced by the customer. the run data file (rdf) was analyzed for this event. root cause: a definitive root cause for the observed leuko reduction failure remains undetermined at this time. the signals in the run data file indicate that the higher than expected wbc content in the platelet product was likely a result of an escape of wbcs from the leuko reduction system chamber during a portion of the procedure. based on the available information, it cannot be ruled out that the higher than expected wbc content in the platelet product could be donor related.><the customer would like the run data file investigated to determine a possible cause for the elevated white blood cell (wbc) content in the platelet product. there was not a transfusion recipient or patient involved at the time of the residual wbc testing, therefore no patient information is reasonably known at the time of the event. donor unit #: (b)(4) the disposable kit is not available for return because it was discarded by the customer.                                                              
1881842	0	THE CONNECTOR FAILED AFTER BEING CONNECTED TO THE CONTRAST INJECTOR SPRAYING THE LAB WITH CONTRAST. NO HARM OR INJURY WAS REPORTED. DEVICE EVALUATION. THE DEVICE WILL NOT BE RETURNED FOR EVALUATION/ INVESTIGATION. THE DEVICE RECORD WAS REVIEWED AND FOUND ONE EXCEPTION DOCUMENT FOR THIS LOT. THE EXCEPTION WAS FOR ONE DEVICE FAILING PRESSURE TEST. THE LOT WAS SAMPLED AND RE-TESTED. SAMPLE DEVICES HAD 100% PASS OF SECONDARY PRESSURE TEST. NO OTHER EXCEPTIONS FOUND IN DEVICE HISTORY RECORD. A FOLLOW-UP REPORT WILL BE SUBMITTED WHEN AN EVALUATION IS COMPLETED. EVALUATION METHOD: HISTORY RECORD WAS REVIEWED. CONCLUSIONS: A FOLLOW-UP REPORT WILL BE SUBMITTED WHEN THE EVALUATION IS COMPLETE.
2604814	0	ON (B)(6) 2012, DURING REVIEW OF PRODUCT ANALYSIS RESULTS, IT WAS NOTED THAT THIS EXPLANTED DEVICE WAS RECEIVED WITH SETTINGS INDICATIVE OF A FAULTED DIAGNOSTIC. IN REVIEW OF THE PROGRAMMING HISTORY, A FAULTED DIAGNOSTIC WAS OBSERVED ON (B)(6) 2010, WHICH CHANGED THE PATIENT'S SETTINGS TO UNINTENDED SETTINGS. ALTHOUGH A FINAL INTERROGATION WAS PERFORMED, THE SETTINGS WERE NOT CORRECTED. THE DEVICE WAS EXPLANTED ON (B)(6) 2010, AND SINCE THE DEVICE WAS RECEIVED AT THESE SAME UNINTENDED SETTINGS, IT INDICATES THAT THE PATIENT'S SETTINGS WERE NOT CORRECTED PRIOR TO EXPLANT. NO ADVERSE EVENTS HAVE BEEN REPORTED AS A RESULT OF THIS ISSUE. ANALYSIS OF PROGRAMMING HISTORY.
2738670	1	(B)(4) SOFTWARE IS PLACING IMAGING IN THE WRONG PT CHART. THE CUSTOMER IS USING (B)(4). (B)(4) IS NOT COMPATIBLE WITH SOFTDENT V14.1 OR THE GENDEX GXS 700 SENSORS. ON (B)(4) 2009, GENDEX DENTAL SYSTEMS CONDUCTED A VOLUNTARY RECALL OF THE (B)(4), STATING ISSUES WITH THE PRACTICE MANAGEMENT SOFTWARE AS IT INTERFACES WITH SOFTDENT MANAGEMENT SYSTEM RELATING TO PT DATA MIX UPS. THIS RECALL WAS FDA TERMINATED ON (B)(4) 2011. THE CORRECTION TO THIS RECALL WAS TO UPDATE THE (B)(4). OUR DISTRIBUTOR (B)(4) WAS NOTIFIED ON TWO OCCASIONS AND ACKNOWLEDGED BOTH TIMES OF THIS RECALL. (B)(4) SENT A RECALL NOTIFICATION TO (B)(6) ON (B)(6) 2010 WITH INSTRUCTIONS ON HOW TO CORRECT THE ISSUE WITH AN UPGRADE TO (B)(4). IF ASSISTANCE WAS NEEDED, THE CUSTOMER WAS DIRECTED TO CALL GENDEX TECHNICAL SUPPORT AT (B)(4). THE CUSTOMER'S SOFTWARE WAS UPGRADED TO VERSION 2.0 ON (B)(4) 2012. TECHNICAL SUPPORT IS CURRENTLY WORKING WITH THIS CUSTOMER TO CORRECT THE ISSUE. THERE WAS NO PT OR USER INJURY ASSOCIATED WITH THIS EVENT.
4017143	0	THE CUSTOMER OBSERVED VISIBLE SMOKE FROM THE ARCHITECT C8000 ANALYZER. THE CUSTOMER NOTED THAT THE PUMP WILL NOT TURN ON AND HAS NOTED VISIBLE SMOKE AND BURNING SMELL WITH UNIT. NO LIQUID WAS FOUND ANYWHERE INSIDE THE PUMP OR PLUG AREA. THE CUSTOMER CALLED CUSTOMER SERVICE AND TURNED OFF THE INSTRUMENT. THERE WERE NO INJURIES.><FIELD SERVICE IDENTIFIED THE UNINTERRUPTIBLE POWER SUPPLY (UPS) AS THE LIKELY CAUSE OF THE ISSUE; THE VOLTAGE READINGS UPON MEASUREMENT DURING INVESTIGATION WERE NOT CORRECT. THE UPS ARC MODULE UPS, LN 01DD8-07) WAS IDENTIFIED AS THE POWERVAR, MODEL ABCDEF3600, SERIAL NUMBER (B)(4), WHICH IS A LOCALLY SOURCED NON-ABBOTT PRODUCT. THE UPS WAS SERVICED BY THE UPS REPAIR COMPANY. ABBOTT FIELD SERVICE REPLACED THE EXTERNAL WASTE PUMP WHICH WAS DAMAGED IN THE FIRE, AND THE INSTRUMENT IS NOW WORKING AS EXPECTED. A REVIEW OF THE COMPLAINT TEXT, A SEARCH FOR SIMILAR COMPLAINTS, AND A REVIEW OF SERVICE HISTORY WERE PERFORMED AND NO ADVERSE TREND WAS IDENTIFIED FOR THE CUSTOMER'S ISSUE. LABELING WAS REVIEWED AND FOUND TO BE ADEQUATE. BASED ON ALL AVAILABLE INFORMATION AND ABBOTT DIAGNOSTICS' COMPLAINT INVESTIGATION, THE INSTRUMENT PERFORMED AS INTENDED AND NO PRODUCT DEFICIENCY WAS IDENTIFIED.><AN EVALUATION IS IN PROCESS.  A FOLLOW UP REPORT WILL BE SUBMITTED WHEN THE EVALUATION IS COMPLETE.  (B)(4).
992867	0	PHILLIPS HAS RECEIVED NO ADDITIONAL INFORMATION INCLUDING NO ADDITIONAL TESTING RESULTS. PHILLIPS IS IN THE PROCESS OF OBTAINING MORE INFORMATION CONCERNING THIS EVENT AND THIS COMPLAINT IS STILL UNDER INVESTIGATION. A SUPPLEMENTAL REPORT WILL BE SENT ONCE THE INVESTIGATION IS COMPLETED. >< THE CUSTOMER REPORTED THAT THE INVOLVED DEVICE ALARMED AT THE BEDSIDE. THE INVOLVED DEVICE DID NOT ALARM IN THE OTHER ROOMS, IT WAS NETWORKED TO ALARM IN.
3688196	1	EXCESSIVE FLUID RETENTION, CELLULITIS, PAIN, INFECTION, LABORED BREATHING, FLUID IN LUNGS, BECAME WHEELCHAIR BOUND, COULD NOT DO ANYTHING FOR SELF. HAD TO LEAVE JOB AND WAS HOSPITALIZED AFTER SUSPECTING PD CATHETER WAS MALFUNCTIONING; IT WAS FOUND TO BE WORKING PROPERLY. HAD TO HAVE ANOTHER PROCEDURE TO PLACE A CATHETER FOR HOME ANTIBIOTICS. FAMILY WAS WATCHING ME DROWN. EMOTIONAL ROLLER COASTER AS I BEGAN TO PREPARE FOR MY DEATH. HOPELESS AND LOT OF ANGUISH. PHYSICAL HEALTH WAS POOR. VITALS WERE UNSTABLE. I WAS DOING HOME PD, THEN HAVING TO GO INTO CENTER TO HAVE HD TO HELP PULL OFF FLUID THAT MACHINE WAS DUMPING IN AND NOT TAKING OFF. AFTER SEVERAL REEVALUATIONS AND ASSESSMENTS, THE DECISION WAS MADE TO CEASE PD. ALMOST 3 MONTHS LATER, I AM STILL HAVING EXTRA HD TREATMENTS TO PULL EXCESS PD FLUID OFF SUCH AS TODAY (B)(6)2014.
3527990	1	THE PACS ADMINISTRATOR FROM THE REPORTING FACILITY ALLEGED THAT A TECHNOLOGIST INADVERTENTLY MARKED A STUDY AS "REPORTED", AND THAT THE RADIOLOGIST DID NOT RECEIVE THE STUDY CORRECTLY MARKED FOR REQUIRING A RADIOLOGY REVIEW UNTIL 3 DAYS LATER. UPON FURTHER REVIEW, THE RADIOLOGIST SUBSEQUENTLY LEARNED THAT THE PT HAD EXPIRED. MCKESSON HAS CONTACTED THE REPORTING FACILITY TO OBTAIN FURTHER INFORMATION IN ITS INVESTIGATION. HORIZON MEDICAL IMAGING ALLOWS THE STATUS OF A STUDY TO BE MARKED AS "PERFORMED", "REVIEWED", NEEDS OVER-READ", "DICTATED", OR "REPORTED". USERS AT THE REPORTING FACILITY ARE GRANTED PERMISSIONS TO CHANGE THE STATUS OF A STUDY BASED ON ESTABLISHED CONFIGURATION SETTINGS. UNDER NORMAL OPERATING CONDITIONS A TECHNOLOGIST AT THE REPORTING FACILITY HAS PERMISSIONS TO CHANGE THE STATUS OF STUDIES FROM "PERFORMED" TO "REVIEWED". THE REPORTING FACILITY INDICATED THAT TECHNOLOGISTS ARE TRAINED ONLY TO MARK STUDIES AS "REVIEWED". WHEN THE (B)(6) MEDICAL IMAGING AUTHORIZATION SERVICE USED TO MANAGE USER PERMISSIONS IS INOPERATIVE OR INACCESSIBLE, THE SYSTEM IS DESIGNED TO ENSURE HIGH AVAILABILITY OF CRITICAL FUNCTIONS TO ENABLE CARE PROVIDERS TO ACCESS STUDIES. UNDER THESE CONDITIONS, THE SYSTEM GRANTS FULL PERMISSIONS TO ALL USERS TO ENSURE THAT CRITICAL FEATURES REMAIN AVAILABLE. WHEN OPERATING IN THIS MODE, THE USERS ARE PROVIDED WITH MENU OPTIONS TO MARK THE STUDY AS "REVIEWED", "NEEDS OVER-READ", "DICTATED", OR "REPORTED". BASED ON OUR INVESTIGATION, WHICH INCLUDED A REVIEW OF THE SYSTEM ACTIVITY LOGS FROM THE REPORTING FACILITY, THE TECHNOLOGIST WAS GRANTED FULL PERMISSIONS, AS THE AUTHORIZATION PROCESS WAS INACCESSIBLE DUE TO A SYSTEM COMMUNICATION ISSUE. THE SYSTEM GRANTED THOSE FULL PERMISSIONS TO THE TECHNOLOGIST, AS DESIGNED. THE TECHNOLOGIST INADVERTENTLY SELECTED THE INCORRECT STATUS FOR THE PT STUDY, MARKING IT AS "REPORTED" INSTEAD OF "REVIEWED", RESULTING IN AN ALLEGED DELAY SENDING THE STUDY TO THE RADIOLOGIST TO READ. FURTHER INVESTIGATION IS ONGOING.
1282025	1	UPON THE INITIAL CONTACT TO BAXA, THE CUSTOMER STATED THAT THEY WERE NOT AUTHORIZED TO DISCUSS THE DETAILS OF THIS INCIDENT, BUT DID STATE THAT IT WAS 'USER ERROR DURING ORDER ENTRY.' THE CUSTOMER WAS ABLE TO PROVIDE THEIR ABACUS DATABASE AND COMPOUNDER DATABASE FOR EVALUATION. AN EXAMINATION OF THE ABACUS DATABASE REVEALED THAT THE ORDER WAS ENTERED ON (B)(6) 2008. THE ORDER CONTAINED THE FOLLOWING INGREDIENTS: 40 MEQ/DL NA CHLORIDE, 40 MEQ/DL NA ACETATE, 30 MEQ/DL K CHLORIDE. THE TOTAL VOLUME OF THE BAG WAS 1000 ML. THE PATIENT'S PREVIOUS DAY'S ORDER HAD A UNIT VALUE OF MEQ/L RATHER THAN THE SUBJECT'S ORDER UNIT VALUE OF MEQ/DL. THEREFORE, BASED ON THE INFORMATION PROVIDED FOR ANALYSIS, IT CAN BE CONCLUDED THAT THE LIKELY CAUSE OF THE OVER-DELIVERY WAS THE SELECTION OF MEQ/DL, RATHER THAN MEQ/L BY THE USER COMPLETING ORDER ENTRY. THE ABACUS DATABASE SHOWED THAT THE SOFTWARE DISPLAYED WARNING LIMITS FOR ACETATE, CHLORIDE AND POTASSIUM. RATIONALE WAS GIVEN TO ALL THREE WARNING LIMITS AS 'OK' AND THE ORDER WAS COMPLETED. A SITE VISIT WAS CONDUCTED ON (B)(6) 2008, TO PROVIDE TECHNICAL ASSISTANCE. DURING THE SITE VISIT, EXTENSIVE ABACUS ORDER ENTRY TRAINING WAS CONDUCTED. ADDITIONAL HARD STOP WARNING LIMITS WERE IMPLEMENTED FOR SAFEGUARD, AND A WARNING LIMIT OVERRIDE SECTION WAS ADDED TO THEIR EXISTING ABACUS FORMULA LABEL. IF BAXA RECEIVES ADDITIONAL INFORMATION IN REGARDS TO THIS INCIDENT, A FOLLOW-UP MDR WILL BE SUBMITTED. >< ON (B)(6) 2008, BAXA WAS NOTIFIED BY THE CUSTOMER OF A PATIENT INVOLVED INCIDENT USING THE ABACUS V2.0 TPN CALCULATING SOFTWARE AND THE EXACTA-MIX 2400 COMPOUNDER FOR TPN PRODUCTION. IT WAS REPORTED THAT A PATIENT HAD RECEIVED A TPN BAG CONTAINING A HIGHER-THAN-ANTICIPATED VOLUME OF SODIUM CHLORIDE, SODIUM ACETATE AND POTASSIUM CHLORIDE. THREE ATTEMPTS HAVE BEEN MADE TO OBTAIN FURTHER INFORMATION FROM THE CUSTOMER ON THIS INCIDENT, HOWEVER, THE CUSTOMER HAS ELECTED TO NOT SHARE ANY FURTHER DETAILS. THE CURRENT CONDITION OF THE PATIENT IS UNKNOWN.
4012448	0	THE CUSTOMER STATED THAT THEY SMELLED AN ELECTRICAL BURNING SMELL ON THE CELL-DYN SAPPHIRE AND THEN NOTICED SMOKE COMING FROM THE BACK OF THE INSTRUMENT. THERE WERE NO VISIBLE FLAMES OR SPARKS. THE CUSTOMER COULD HEAR THE ANALYZER FANS RUNNING. THE CUSTOMER TURNED OFF THE ANALYZER AND UNPLUGGED IT FROM THE WALL OUTLET. THERE WAS NO PERSONAL INJURY, IMPACT TO PATIENT MANAGEMENT, OR FACILITY DAMAGE REPORTED.><(B)(4). AN EVALUATION IS IN PROCESS. A FOLLOW-UP REPORT WILL BE SUBMITTED WHEN THE EVALUATION IS COMPLETE.
1585539	0	THE CUSTOMER STATES THAT FALSE POSITIVE RESULTS ARE BEING GENERATED BY THE ARCHITECT STAT TROPONIN-I ASSAY. ONE PATIENT SAMPLE GENERATED RESULTS OF 0.071/0.283/0.032/0.021/0.027/0.023 NG/ML AND 0.023/0.020 NG/ML ON AN ARCHITECT PLATFORM AT ANOTHER FACILITY. THE CUSTOMER USES A CUT-OFF VALUE OF 0.03 NG/ML. THE SAMPLE GENERATED AN I-STAT RESULT OF 0.1 NG/ML. NO SUSPECT RESULTS WERE REPORTED FROM THE LAB AND THERE IS NO IMPACT TO PATIENT MANAGEMENT REPORTED. >< (B)(4). THIS IS AN INITIAL REPORT. AN INVESTIGATION IS IN PROCESS. A FINAL REPORT WILL BE SUBMITTED WHEN THE INVESTIGATION IS COMPLETE.
2994868	0	THE CUSTOMER WOULD LIKE THE RUN DATA FILE INVESTIGATED TO DETERMINE A POSSIBLE CAUSE FOR THE ELEVATED WHITE BLOOD CELL (WBC) CONTENT IN THE PLATELET PRODUCT. THERE WAS NOT A TRANSFUSION RECIPIENT OR PATIENT INVOLVED AT THE TIME OF THE RESIDUAL WBC TESTING, THEREFORE NO PATIENT INFORMATION IS REASONABLY KNOWN AT THE TIME OF THE EVENT. DONOR UNIT #: (B)(6) THE DISPOSABLE SET IS UNAVAILABLE FOR RETURN BECAUSE THE CUSTOMER DISCARDED IT. THIS REPORT IS BEING FILED DUE TO A DEVICE MALFUNCTION THAT HAS THE POTENTIAL FOR INJURY. INVESTIGATION: THE DEVICE HISTORY RECORD (DHR) WAS REVIEWED FOR THIS LOT. THERE WERE NO ISSUES NOTED IN THE DHR THAT WOULD HAVE CONTRIBUTED TO THE ELEVATED WBC COUNT THAT THE CUSTOMER EXPERIENCED. THE RUN DATA FILE WAS ANALYZED FOR THIS EVENT. ROOT CAUSE: THE ANALYSIS OF THE RUN DATA FILE DID NOT FIND A CONCLUSIVE CAUSE FOR THE HIGHER THAN EXPECTED WBC CONTENT REPORTED FOR THIS COLLECTION. THE SIGNALS IN THE RUN DATA FILE INDICATE IT IS POSSIBLE, THOUGH NOT CONCLUSIVE, THAT THE PLASMA LINE MAY HAVE BEEN PARTIALLY OCCLUDED NEAR THE END OF THE PROCEDURE. IF THE PLASMA LINE DOES NOT CONTRIBUTE PROPERLY TO THE PLATELET PUMP, IT COULD CAUSE THE FLOW THROUGH THE LRS CHAMBER TO BE HIGHER THAN THE SYSTEM EXPECTS, POSSIBLY ALLOWING SOME WBCS TO ESCAPE. ORIENTATION OF THE HEX IN THE HEX HOLDER MAY CONTRIBUTE TO PLASMA LINE OCCLUSION. CORRECTIVE ACTION: AN INTERNAL CAPA HAS BEEN INITIATED TO EVALUATE REPORTS OF ELEVATED RWBCS RELATED TO PLASMA LINE OCCLUSIONS.
